,compoundA,compoundB,success
27372,900,0.37,FALSE
27373,1300,0.34,TRUE
27374,1200,0.38,FALSE
27375,1000,0.24,TRUE
27376,1300,0.58,FALSE
27377,1300,0.28,FALSE
27378,900,0.4,FALSE
27379,1000,0.46,FALSE
27380,1100,0.43,FALSE
27381,1000,0.43,TRUE
27382,900,0.25,FALSE
27383,1000,0.21,FALSE
27384,1000,0.3,FALSE
27385,900,0.28,FALSE
27386,1400,0.48,FALSE
27387,600,0.21,FALSE
27388,1300,0.38,FALSE
27389,1300,0.44,FALSE
27390,900,0.62,FALSE
27391,1300,0.34,FALSE
27392,1300,0.67,FALSE
27393,1200,0.36,FALSE
27394,900,0.5,FALSE
27395,900,0.32,FALSE
27396,1400,0.51,FALSE
27397,900,0.64,FALSE
27398,1300,0.29,FALSE
27399,1200,0.53,TRUE
27400,1300,0.33,FALSE
27401,900,0.51,TRUE
27402,900,0.24,FALSE
27403,1600,0.32,FALSE
27404,1400,0.48,FALSE
27405,1000,0.23,FALSE
27406,900,0.35,FALSE
27407,1200,0.52,FALSE
27408,1000,0.2,FALSE
27409,1100,0.29,FALSE
27410,900,0.34,FALSE
27411,1200,0.43,FALSE
27412,1200,0.46,FALSE
27413,900,0.46,TRUE
27414,900,0.35,FALSE
27415,1100,0.27,FALSE
27416,900,0.3,FALSE
27417,1200,0.42,TRUE
27418,1000,0.45,FALSE
27419,900,0.61,FALSE
27420,900,0.33,FALSE
27421,900,0.39,FALSE
27422,900,0.21,FALSE
27423,1100,0.5,FALSE
27424,900,0.53,TRUE
27425,900,0.24,FALSE
27426,1300,0.42,TRUE
27427,900,0.27,FALSE
27428,400,0.29,FALSE
27429,1300,0.35,FALSE
27430,1300,0.47,FALSE
27431,1000,0.45,FALSE
27432,900,0.27,FALSE
27433,1300,0.31,FALSE
27434,900,0.4,FALSE
27435,1200,0.4,FALSE
27436,1000,0.28,FALSE
27437,900,0.27,FALSE
27438,900,0.23,FALSE
27439,1400,0.36,FALSE
27440,1000,0.47,TRUE
27441,1000,0.29,FALSE
27442,1300,0.29,FALSE
27443,900,0.41,FALSE
27444,1100,0.3,FALSE
27445,1300,0.36,FALSE
27446,1000,0.43,FALSE
27447,900,0.52,FALSE
27448,1000,0.42,FALSE
27449,1000,0.45,FALSE
27450,900,0.5,FALSE
27451,1000,0.54,FALSE
27452,1000,0.67,FALSE
27453,1000,0.37,FALSE
27454,1000,0.27,FALSE
27455,1300,0.35,FALSE
27456,1300,0.35,FALSE
27457,1000,0.29,FALSE
27458,1000,0.47,FALSE
27459,1600,0.35,FALSE
27460,900,0.35,FALSE
27461,1400,0.9,FALSE
27462,1600,0.41,FALSE
27463,1100,0.43,FALSE
27464,700,0.38,FALSE
27465,1200,0.51,FALSE
27466,900,0.36,FALSE
27467,1100,0.38,FALSE
27468,900,0.3,FALSE
27469,600,0.33,FALSE
27470,1000,0.36,FALSE
27471,900,0.51,FALSE
27472,900,0.4,FALSE
27473,900,0.29,FALSE
27474,1300,0.62,FALSE
27475,1100,0.29,FALSE
27476,1000,0.42,FALSE
27477,1500,0.39,FALSE
27478,1300,0.47,FALSE
27479,900,0.42,FALSE
27480,1000,0.53,TRUE
27481,1000,0.2,FALSE
27482,900,0.32,TRUE
27483,1300,0.24,FALSE
27484,1300,0.48,FALSE
27485,1300,0.31,FALSE
27486,900,0.48,FALSE
27487,1000,0.46,FALSE
27488,1400,0.35,FALSE
27489,900,0.41,FALSE
27490,900,0.42,FALSE
27491,300,0.46,FALSE
27492,900,0.3,FALSE
27493,900,0.26,FALSE
27494,900,0.28,FALSE
27495,900,0.28,FALSE
27496,1300,0.38,FALSE
27497,900,0.23,FALSE
27498,900,0.33,FALSE
27499,1300,0.53,FALSE
27500,1200,0.48,TRUE
27501,900,0.42,FALSE
27502,1000,0.2,FALSE
27503,900,0.68,FALSE
27504,1300,0.24,FALSE
27505,700,0.35,FALSE
27506,900,0.27,FALSE
27507,1000,0.36,FALSE
27508,900,0.32,FALSE
27509,1000,0.27,FALSE
27510,1300,0.44,FALSE
27511,1000,0.37,FALSE
27512,1300,0.45,FALSE
27513,1300,0.38,FALSE
27514,900,0.48,FALSE
27515,900,0.59,FALSE
27516,900,0.27,FALSE
27517,900,0.32,FALSE
27518,1300,0.52,FALSE
27519,900,0.27,FALSE
27520,900,0.26,FALSE
27521,900,0.47,FALSE
27522,1300,0.28,FALSE
27523,1000,0.43,FALSE
27524,1300,0.35,FALSE
27525,900,0.45,FALSE
27526,1100,0.44,FALSE
27527,1000,0.44,FALSE
27528,1400,0.52,FALSE
27529,900,0.54,FALSE
27530,1300,0.29,FALSE
27531,400,0.48,FALSE
27532,900,0.38,FALSE
27533,1400,0.48,FALSE
27534,1000,0.39,TRUE
27535,900,0.41,FALSE
27536,1400,0.28,FALSE
27537,1000,0.38,FALSE
27538,900,0.21,FALSE
27539,1000,0.57,FALSE
27540,900,0.41,FALSE
27541,900,0.59,FALSE
27542,900,0.48,FALSE
27543,900,0.44,FALSE
27544,1000,0.3,FALSE
27545,900,0.32,FALSE
27546,1300,0.25,FALSE
27547,900,0.39,FALSE
27548,1300,0.25,FALSE
27549,1300,0.4,FALSE
27550,1300,0.32,FALSE
27551,600,0.42,FALSE
27552,1000,0.59,TRUE
27553,1200,0.33,FALSE
27554,1400,0.57,TRUE
27555,1500,0.59,FALSE
27556,1000,0.44,FALSE
27557,900,0.63,FALSE
27558,900,0.27,FALSE
27559,900,0.6,FALSE
27560,900,0.36,FALSE
27561,700,0.26,FALSE
27562,900,0.49,FALSE
27563,1200,0.33,FALSE
27564,1000,0.43,FALSE
27565,900,0.41,FALSE
27566,1000,0.54,TRUE
27567,1300,0.35,TRUE
27568,1000,0.59,FALSE
27569,1300,0.66,FALSE
27570,1000,0.53,FALSE
27571,900,0.29,FALSE
27572,1600,0.39,FALSE
27573,1300,0.52,FALSE
27574,900,0.38,FALSE
27575,900,0.52,FALSE
27576,1100,0.45,FALSE
27577,1000,0.45,FALSE
27578,1200,0.47,FALSE
27579,900,0.33,FALSE
27580,1000,0.42,FALSE
27581,1600,0.45,FALSE
27582,900,0.53,FALSE
27583,1000,0.31,FALSE
27584,1600,0.42,FALSE
27585,1500,0.44,TRUE
27586,1000,0.39,FALSE
27587,1300,0.32,FALSE
27588,900,0.28,FALSE
27589,1300,0.41,FALSE
27590,1100,0.25,TRUE
27591,1300,0.44,FALSE
27592,1300,0.38,TRUE
27593,900,0.3,FALSE
27594,1000,0.42,FALSE
27595,1500,0.3,FALSE
27596,900,0.31,FALSE
27597,1300,0.33,FALSE
27598,900,0.21,FALSE
27599,900,0.28,FALSE
27600,1100,0.39,FALSE
27601,1500,0.3,FALSE
27602,600,0.42,FALSE
27603,1300,0.8,FALSE
27604,1000,0.48,FALSE
27605,1600,0.53,FALSE
27606,900,0.36,FALSE
27607,1300,0.4,FALSE
27608,600,0.34,FALSE
27609,1300,0.32,TRUE
27610,900,0.44,FALSE
27611,1000,0.44,FALSE
27612,1000,0.34,FALSE
27613,900,0.37,FALSE
27614,400,0.71,FALSE
27615,1300,0.32,TRUE
27616,1400,0.37,FALSE
27617,900,0.46,FALSE
27618,1300,0.49,TRUE
27619,1300,0.64,FALSE
27620,700,0.57,FALSE
27621,1000,0.44,FALSE
27622,1300,0.32,FALSE
27623,1300,0.51,FALSE
27624,900,0.52,FALSE
27625,1300,0.51,FALSE
27626,900,0.29,FALSE
27627,1000,0.43,FALSE
27628,900,0.48,FALSE
27629,1300,0.3,FALSE
27630,900,0.35,FALSE
27631,1500,0.46,FALSE
27632,1200,0.25,FALSE
27633,1300,0.49,FALSE
27634,900,0.27,FALSE
27635,1300,0.43,FALSE
27636,1300,0.48,FALSE
27637,1500,0.42,FALSE
27638,900,0.46,FALSE
27639,1000,0.49,FALSE
27640,1400,0.42,TRUE
27641,1000,0.29,FALSE
27642,600,0.4,FALSE
27643,900,0.32,FALSE
27644,900,0.36,FALSE
27645,1500,0.31,TRUE
27646,1400,0.41,TRUE
27647,900,0.39,FALSE
27648,1300,0.25,FALSE
27649,900,0.35,TRUE
27650,1300,0.39,FALSE
27651,1300,0.59,TRUE
27652,1300,0.37,FALSE
27653,1000,0.29,FALSE
27654,600,0.31,FALSE
27655,1000,0.21,FALSE
27656,1000,0.27,FALSE
27657,900,0.36,FALSE
27658,1000,0.27,FALSE
27659,1300,0.45,FALSE
27660,1300,0.31,FALSE
27661,1100,0.37,FALSE
27662,1300,0.42,FALSE
27663,500,0.37,FALSE
27664,900,0.41,FALSE
27665,900,0.18,FALSE
27666,1600,0.38,FALSE
27667,900,0.46,TRUE
27668,1300,0.28,FALSE
27669,1000,0.33,FALSE
27670,1000,0.46,FALSE
27671,1100,0.38,FALSE
27672,400,0.63,FALSE
27673,1300,0.42,FALSE
27674,900,0.31,FALSE
27675,1100,0.32,FALSE
27676,400,0.44,FALSE
27677,1500,0.3,FALSE
27678,1000,0.41,FALSE
27679,1000,0.36,FALSE
27680,1000,0.4,FALSE
27681,1300,0.5,FALSE
27682,1000,0.47,FALSE
27683,1100,0.41,FALSE
27684,1300,0.23,FALSE
27685,1400,0.46,FALSE
27686,1000,0.56,FALSE
27687,1300,0.3,FALSE
27688,1300,0.27,FALSE
27689,1000,0.35,FALSE
27690,1000,0.38,FALSE
27691,900,0.27,FALSE
27692,1100,0.27,FALSE
27693,400,0.42,FALSE
27694,1200,0.37,FALSE
27695,900,0.45,FALSE
27696,1300,0.43,FALSE
27697,600,0.58,FALSE
27698,1300,0.27,FALSE
27699,900,0.39,FALSE
27700,1300,0.38,FALSE
27701,900,0.58,FALSE
27702,1000,0.65,FALSE
27703,1000,0.28,FALSE
27704,500,0.44,FALSE
27705,900,0.48,FALSE
27706,900,0.46,FALSE
27707,1000,0.35,FALSE
27708,1000,0.28,FALSE
27709,1600,0.5,TRUE
27710,900,0.42,FALSE
27711,1400,0.37,FALSE
27712,900,0.54,FALSE
27713,1100,0.32,TRUE
27714,900,0.19,FALSE
27715,900,0.44,TRUE
27716,1000,0.45,FALSE
27717,900,0.52,FALSE
27718,1000,0.31,FALSE
27719,1300,0.33,FALSE
27720,1300,0.35,FALSE
27721,1300,0.25,FALSE
27722,1000,0.42,FALSE
27723,1000,0.57,FALSE
27724,1300,0.43,TRUE
27725,1300,0.42,FALSE
27726,600,0.55,FALSE
27727,1300,0.5,FALSE
27728,900,0.49,FALSE
27729,900,0.55,FALSE
27730,1400,0.3,FALSE
27731,1600,0.27,FALSE
27732,1300,0.35,TRUE
27733,1400,0.33,TRUE
27734,1100,0.28,FALSE
27735,1300,0.39,FALSE
27736,900,0.58,FALSE
27737,1000,0.32,FALSE
27738,900,0.29,FALSE
27739,1000,0.21,FALSE
27740,900,0.35,FALSE
27741,1300,0.66,FALSE
27742,900,0.35,FALSE
27743,1300,0.49,FALSE
27744,1000,0.48,FALSE
27745,500,0.37,FALSE
27746,1000,0.39,TRUE
27747,1500,0.33,FALSE
27748,1300,0.43,FALSE
27749,1200,0.26,FALSE
27750,1300,0.27,FALSE
27751,1000,0.42,TRUE
27752,900,0.61,FALSE
27753,1600,0.49,FALSE
27754,1400,0.4,FALSE
27755,1300,0.27,FALSE
27756,1300,0.25,FALSE
27757,900,0.43,FALSE
27758,1100,0.47,FALSE
27759,900,0.26,FALSE
27760,900,0.56,FALSE
27761,1400,0.52,TRUE
27762,1000,0.29,FALSE
27763,700,0.37,FALSE
27764,1000,0.53,FALSE
27765,1300,0.4,FALSE
27766,1400,0.49,FALSE
27767,900,0.38,FALSE
27768,900,0.47,TRUE
27769,1000,0.35,FALSE
27770,1300,0.42,FALSE
27771,1300,0.36,FALSE
27772,400,0.4,FALSE
27773,1300,0.31,FALSE
27774,900,0.44,FALSE
27775,1000,0.55,FALSE
27776,500,0.35,FALSE
27777,1300,0.28,TRUE
27778,1000,0.32,FALSE
27779,900,0.36,FALSE
27780,1300,0.56,FALSE
27781,900,0.34,FALSE
27782,1000,0.36,FALSE
27783,900,0.39,FALSE
27784,1000,0.41,FALSE
27785,1300,0.32,TRUE
27786,1500,0.26,FALSE
27787,1300,0.45,FALSE
27788,1400,0.56,FALSE
27789,1000,0.59,FALSE
27790,900,0.36,FALSE
27791,900,0.57,FALSE
27792,1200,0.41,FALSE
27793,1300,0.36,FALSE
27794,1300,0.51,TRUE
27795,1200,0.28,FALSE
27796,900,0.48,FALSE
27797,900,0.55,FALSE
27798,1300,0.25,FALSE
27799,900,0.39,FALSE
27800,1300,0.28,FALSE
27801,1000,0.43,FALSE
27802,1000,0.25,FALSE
27803,1300,0.33,FALSE
27804,1000,0.5,TRUE
27805,1300,0.42,FALSE
27806,900,0.31,FALSE
27807,1000,0.35,FALSE
27808,1600,0.46,FALSE
27809,1200,0.28,FALSE
27810,900,0.62,FALSE
27811,900,0.36,FALSE
27812,1100,0.43,FALSE
27813,900,0.33,FALSE
27814,900,0.23,FALSE
27815,1000,0.37,TRUE
27816,1000,0.51,FALSE
27817,900,0.29,FALSE
27818,1500,0.38,FALSE
27819,900,0.32,TRUE
27820,900,0.41,FALSE
27821,900,0.54,FALSE
27822,1500,0.64,FALSE
27823,1300,0.41,FALSE
27824,900,0.27,FALSE
27825,1400,0.32,FALSE
27826,600,0.18,FALSE
27827,700,0.3,FALSE
27828,900,0.23,FALSE
27829,900,0.22,FALSE
27830,400,0.59,FALSE
27831,1300,0.49,FALSE
27832,900,0.53,FALSE
27833,900,0.29,FALSE
27834,900,0.55,FALSE
27835,900,0.56,FALSE
27836,1300,0.28,FALSE
27837,1000,0.41,FALSE
27838,400,0.61,FALSE
27839,1400,0.39,FALSE
27840,400,0.42,FALSE
27841,1000,0.45,FALSE
27842,1000,0.26,FALSE
27843,1300,0.47,FALSE
27844,1500,0.46,FALSE
27845,1200,0.48,FALSE
27846,1300,0.45,FALSE
27847,1100,0.41,TRUE
27848,1400,0.62,FALSE
27849,1300,0.29,FALSE
27850,1000,0.25,FALSE
27851,900,0.32,FALSE
27852,1400,0.55,FALSE
27853,1000,0.26,FALSE
27854,1600,0.32,FALSE
27855,1300,0.25,FALSE
27856,900,0.4,FALSE
27857,1100,0.44,FALSE
27858,500,0.51,FALSE
27859,1600,0.42,FALSE
27860,900,0.36,FALSE
27861,1400,0.46,TRUE
27862,1000,0.44,FALSE
27863,1300,0.47,TRUE
27864,900,0.26,FALSE
27865,1000,0.48,FALSE
27866,800,0.34,FALSE
27867,900,0.56,FALSE
27868,1300,0.27,FALSE
27869,1200,0.29,FALSE
27870,1000,0.22,TRUE
27871,900,0.36,FALSE
27872,1100,0.51,FALSE
27873,600,0.61,FALSE
27874,1000,0.28,FALSE
27875,1300,0.41,FALSE
27876,1300,0.55,FALSE
27877,900,0.19,FALSE
27878,900,0.33,FALSE
27879,1200,0.68,FALSE
27880,1000,0.33,FALSE
27881,1300,0.53,FALSE
27882,1000,0.26,FALSE
27883,1000,0.3,TRUE
27884,1000,0.6,FALSE
27885,900,0.24,FALSE
27886,1600,0.34,TRUE
27887,1400,0.38,FALSE
27888,900,0.36,FALSE
27889,900,0.29,FALSE
27890,900,0.26,FALSE
27891,1000,0.33,FALSE
27892,1300,0.42,FALSE
27893,1000,0.56,FALSE
27894,600,0.32,FALSE
27895,1000,0.44,FALSE
27896,900,0.42,FALSE
27897,400,0.31,FALSE
27898,1400,0.5,TRUE
27899,1300,0.22,FALSE
27900,1000,0.42,FALSE
27901,700,0.36,FALSE
27902,900,0.46,FALSE
27903,1200,0.5,FALSE
27904,900,0.24,FALSE
27905,1200,0.35,FALSE
27906,1000,0.47,FALSE
27907,900,0.49,FALSE
27908,1300,0.4,FALSE
27909,1000,0.39,TRUE
27910,1000,0.34,FALSE
27911,1000,0.26,FALSE
27912,600,0.3,FALSE
27913,1000,0.45,FALSE
27914,700,0.33,FALSE
27915,900,0.51,FALSE
27916,1300,0.45,FALSE
27917,500,0.52,TRUE
27918,1100,0.21,FALSE
27919,1000,0.36,FALSE
27920,900,0.34,FALSE
27921,900,0.41,FALSE
27922,900,0.54,FALSE
27923,900,0.37,FALSE
27924,1300,0.28,FALSE
27925,1300,0.36,FALSE
27926,900,0.48,FALSE
27927,1000,0.42,FALSE
27928,1000,0.53,FALSE
27929,900,0.27,FALSE
27930,1400,0.39,TRUE
27931,800,0.45,FALSE
27932,1300,0.53,FALSE
27933,1100,0.56,FALSE
27934,1300,0.55,FALSE
27935,1300,0.33,FALSE
27936,1400,0.41,TRUE
27937,900,0.28,FALSE
27938,700,0.18,FALSE
27939,1400,0.42,FALSE
27940,1300,0.48,FALSE
27941,900,0.29,FALSE
27942,900,0.49,FALSE
27943,1000,0.46,FALSE
27944,1300,0.38,FALSE
27945,1400,0.47,FALSE
27946,800,0.32,TRUE
27947,1500,0.34,FALSE
27948,1400,0.51,TRUE
27949,1000,0.35,FALSE
27950,900,0.39,FALSE
27951,1000,0.42,FALSE
27952,1300,0.45,FALSE
27953,1000,0.39,TRUE
27954,1500,0.44,FALSE
27955,1300,0.31,FALSE
27956,900,0.48,FALSE
27957,1400,0.47,FALSE
27958,1000,0.31,FALSE
27959,1000,0.45,FALSE
27960,900,0.45,FALSE
27961,1300,0.33,TRUE
27962,1000,0.49,FALSE
27963,900,0.23,FALSE
27964,1000,0.25,FALSE
27965,900,0.4,FALSE
27966,900,0.31,FALSE
27967,1300,0.39,FALSE
27968,900,0.34,FALSE
27969,1000,0.53,FALSE
27970,1400,0.36,FALSE
27971,1300,0.46,FALSE
27972,1200,0.29,FALSE
27973,1300,0.23,FALSE
27974,900,0.23,FALSE
27975,1400,0.57,FALSE
27976,400,0.55,FALSE
27977,1300,0.3,FALSE
27978,1400,0.45,FALSE
27979,400,0.26,FALSE
27980,1300,0.52,FALSE
27981,1300,0.46,TRUE
27982,900,0.49,FALSE
27983,1000,0.63,FALSE
27984,1000,0.49,FALSE
27985,900,0.48,FALSE
27986,1300,0.32,FALSE
27987,1300,0.73,FALSE
27988,1400,0.38,FALSE
27989,1400,0.3,FALSE
27990,1000,0.47,FALSE
27991,1400,0.36,FALSE
27992,1300,0.3,FALSE
27993,900,0.27,FALSE
27994,600,0.59,FALSE
27995,900,0.6,FALSE
27996,900,0.41,FALSE
27997,1000,0.7,FALSE
27998,900,0.54,FALSE
27999,1400,0.32,FALSE
28000,900,0.36,FALSE
28001,1400,0.39,FALSE
28002,900,0.36,FALSE
28003,900,0.35,FALSE
28004,1200,0.4,FALSE
28005,1300,0.39,FALSE
28006,1300,0.3,FALSE
28007,1000,0.29,FALSE
28008,1300,0.27,FALSE
28009,1200,0.43,FALSE
28010,1300,0.38,FALSE
28011,1300,0.22,FALSE
28012,1300,0.37,FALSE
28013,1400,0.43,FALSE
28014,1000,0.39,FALSE
28015,600,0.55,FALSE
28016,1400,0.46,FALSE
28017,1300,0.43,FALSE
28018,900,0.29,FALSE
28019,900,0.34,FALSE
28020,1000,0.51,FALSE
28021,1300,0.45,FALSE
28022,900,0.39,FALSE
28023,900,0.34,FALSE
28024,1300,0.38,FALSE
28025,1300,0.52,FALSE
28026,1400,0.46,TRUE
28027,1000,0.42,FALSE
28028,1600,0.5,FALSE
28029,900,0.44,FALSE
28030,900,0.41,FALSE
28031,1000,0.35,FALSE
28032,1600,0.29,FALSE
28033,900,0.42,FALSE
28034,1000,0.29,FALSE
28035,1200,0.22,FALSE
28036,1600,0.39,TRUE
28037,300,0.52,FALSE
28038,1500,0.63,FALSE
28039,1000,0.44,FALSE
28040,900,0.22,FALSE
28041,1200,0.4,FALSE
28042,1500,0.63,TRUE
28043,900,0.31,FALSE
28044,900,0.37,FALSE
28045,900,0.42,FALSE
28046,900,0.41,FALSE
28047,1400,0.49,FALSE
28048,1000,0.61,FALSE
28049,1000,0.53,FALSE
28050,900,0.44,FALSE
28051,1300,0.33,FALSE
28052,1300,0.44,FALSE
28053,900,0.5,FALSE
28054,1100,0.59,TRUE
28055,1000,0.45,FALSE
28056,1200,0.56,FALSE
28057,1600,0.34,FALSE
28058,1100,0.28,TRUE
28059,1100,0.26,FALSE
28060,1300,0.45,FALSE
28061,400,0.42,FALSE
28062,1000,0.45,FALSE
28063,1100,0.5,FALSE
28064,1000,0.37,FALSE
28065,1000,0.28,FALSE
28066,900,0.34,TRUE
28067,1300,0.22,FALSE
28068,900,0.49,FALSE
28069,1400,0.56,TRUE
28070,1300,0.32,FALSE
28071,1300,0.41,FALSE
28072,1400,0.42,FALSE
28073,900,0.45,TRUE
28074,900,0.51,FALSE
28075,1000,0.44,FALSE
28076,1300,0.34,FALSE
28077,1000,0.69,FALSE
28078,1200,0.5,FALSE
28079,900,0.59,FALSE
28080,1000,0.45,FALSE
28081,1200,0.31,FALSE
28082,1400,0.53,TRUE
28083,900,0.2,FALSE
28084,900,0.63,FALSE
28085,1100,0.28,FALSE
28086,1400,0.34,FALSE
28087,1300,0.43,FALSE
28088,900,0.3,FALSE
28089,900,0.34,FALSE
28090,1000,0.5,FALSE
28091,1300,0.27,FALSE
28092,1100,0.57,FALSE
28093,1300,0.44,TRUE
28094,900,0.42,FALSE
28095,1400,0.4,FALSE
28096,900,0.5,FALSE
28097,1100,0.22,FALSE
28098,1200,0.44,FALSE
28099,1400,0.33,FALSE
28100,900,0.36,FALSE
28101,1100,0.44,TRUE
28102,900,0.44,FALSE
28103,900,0.28,FALSE
28104,900,0.25,FALSE
28105,1000,0.67,FALSE
28106,1300,0.51,FALSE
28107,1500,0.46,TRUE
28108,1300,0.47,TRUE
28109,1400,0.43,FALSE
28110,1300,0.5,FALSE
28111,900,0.34,FALSE
28112,1400,0.48,FALSE
28113,900,0.52,FALSE
28114,900,0.21,FALSE
28115,1300,0.37,FALSE
28116,1400,0.59,FALSE
28117,700,0.33,FALSE
28118,1300,0.26,FALSE
28119,1100,0.29,FALSE
28120,900,0.18,FALSE
28121,1500,0.5,FALSE
28122,1400,0.35,FALSE
28123,1300,0.24,FALSE
28124,1000,0.33,FALSE
28125,600,0.39,FALSE
28126,900,0.41,FALSE
28127,1400,0.37,FALSE
28128,900,0.33,FALSE
28129,1100,0.48,FALSE
28130,1400,0.44,FALSE
28131,1000,0.53,FALSE
28132,1300,0.38,FALSE
28133,1400,0.34,FALSE
28134,400,0.44,FALSE
28135,1300,0.3,FALSE
28136,1300,0.46,FALSE
28137,1600,0.31,FALSE
28138,900,0.5,FALSE
28139,1100,0.53,FALSE
28140,1100,0.26,FALSE
28141,1200,0.35,FALSE
28142,1200,0.19,FALSE
28143,1300,0.4,TRUE
28144,900,0.43,FALSE
28145,1400,0.49,FALSE
28146,1000,0.48,FALSE
28147,1400,0.59,FALSE
28148,900,0.44,FALSE
28149,900,0.53,FALSE
28150,1000,0.42,FALSE
28151,1300,0.67,FALSE
28152,600,0.32,FALSE
28153,900,0.39,FALSE
28154,900,0.22,FALSE
28155,900,0.32,FALSE
28156,1100,0.62,FALSE
28157,700,0.18,FALSE
28158,1000,0.63,TRUE
28159,1300,0.81,FALSE
28160,1400,0.5,FALSE
28161,1200,0.51,FALSE
28162,1000,0.43,TRUE
28163,1300,0.69,FALSE
28164,1300,0.26,FALSE
28165,1100,0.37,FALSE
28166,1000,0.31,TRUE
28167,1400,0.45,FALSE
28168,1300,0.51,FALSE
28169,1000,0.43,TRUE
28170,1000,0.38,FALSE
28171,900,0.26,FALSE
28172,1400,0.51,FALSE
28173,900,0.45,TRUE
28174,900,0.54,FALSE
28175,900,0.48,FALSE
28176,900,0.24,FALSE
28177,1100,0.58,FALSE
28178,1200,0.35,FALSE
28179,1000,0.28,TRUE
28180,900,0.32,FALSE
28181,1100,0.28,FALSE
28182,400,0.72,FALSE
28183,900,0.53,FALSE
28184,900,0.52,FALSE
28185,1300,0.47,FALSE
28186,900,0.54,FALSE
28187,900,0.36,FALSE
28188,900,0.24,FALSE
28189,900,0.31,FALSE
28190,1300,0.39,FALSE
28191,700,0.32,FALSE
28192,900,0.58,FALSE
28193,1300,0.29,FALSE
28194,1200,0.21,FALSE
28195,1100,0.3,FALSE
28196,1500,0.36,FALSE
28197,1300,0.29,FALSE
28198,900,0.57,FALSE
28199,1200,0.38,FALSE
28200,1000,0.44,FALSE
28201,1000,0.32,FALSE
28202,1400,0.51,TRUE
28203,1000,0.34,FALSE
28204,1100,0.38,FALSE
28205,1300,0.32,FALSE
28206,900,0.29,FALSE
28207,1500,0.31,TRUE
28208,600,0.35,FALSE
28209,1300,0.34,TRUE
28210,900,0.43,FALSE
28211,900,0.39,FALSE
28212,400,0.6,FALSE
28213,900,0.23,FALSE
28214,900,0.6,FALSE
28215,900,0.37,FALSE
28216,1300,0.48,FALSE
28217,1000,0.3,FALSE
28218,900,0.36,FALSE
28219,900,0.4,FALSE
28220,900,0.31,FALSE
28221,900,0.47,TRUE
28222,900,0.27,FALSE
28223,1000,0.49,FALSE
28224,1100,0.37,FALSE
28225,1000,0.32,FALSE
28226,1400,0.38,TRUE
28227,1100,0.27,FALSE
28228,1300,0.41,FALSE
28229,900,0.22,FALSE
28230,1000,0.22,FALSE
28231,1300,0.25,FALSE
28232,1300,0.52,FALSE
28233,1300,0.3,FALSE
28234,1600,0.31,FALSE
28235,1400,0.5,TRUE
28236,900,0.22,FALSE
28237,1000,0.3,FALSE
28238,900,0.54,FALSE
28239,1300,0.41,TRUE
28240,1300,0.44,FALSE
28241,1000,0.27,FALSE
28242,900,0.42,FALSE
28243,1300,0.29,FALSE
28244,1000,0.2,FALSE
28245,400,0.19,FALSE
28246,900,0.41,FALSE
28247,1300,0.36,FALSE
28248,1300,0.52,FALSE
28249,1300,0.35,FALSE
28250,900,0.31,FALSE
28251,900,0.33,FALSE
28252,1300,0.27,FALSE
28253,1300,0.48,FALSE
28254,1100,0.37,FALSE
28255,900,0.59,FALSE
28256,1600,0.38,TRUE
28257,900,0.31,FALSE
28258,1300,0.32,FALSE
28259,900,0.52,FALSE
28260,1300,0.58,FALSE
28261,900,0.35,FALSE
28262,900,0.27,FALSE
28263,1000,0.48,FALSE
28264,900,0.4,FALSE
28265,900,0.52,FALSE
28266,1000,0.4,FALSE
28267,1000,0.2,FALSE
28268,1300,0.39,TRUE
28269,1300,0.28,FALSE
28270,900,0.34,FALSE
28271,1300,0.48,FALSE
28272,900,0.32,FALSE
28273,1300,0.41,FALSE
28274,900,0.63,FALSE
28275,1000,0.23,FALSE
28276,900,0.52,FALSE
28277,1000,0.23,FALSE
28278,1100,0.39,TRUE
28279,1300,0.62,FALSE
28280,900,0.41,FALSE
28281,1300,0.38,FALSE
28282,1000,0.24,FALSE
28283,700,0.18,FALSE
28284,1300,0.42,TRUE
28285,1300,0.25,FALSE
28286,900,0.6,FALSE
28287,1300,0.48,FALSE
28288,1000,0.32,FALSE
28289,900,0.26,FALSE
28290,600,0.33,FALSE
28291,1300,0.4,TRUE
28292,900,0.32,FALSE
28293,700,0.27,FALSE
28294,1200,0.32,FALSE
28295,1000,0.57,FALSE
28296,1300,0.35,FALSE
28297,900,0.22,FALSE
28298,1300,0.26,FALSE
28299,1000,0.25,FALSE
28300,1000,0.32,FALSE
28301,900,0.32,FALSE
28302,1000,0.37,FALSE
28303,1300,0.37,FALSE
28304,900,0.32,FALSE
28305,900,0.35,TRUE
28306,1400,0.44,FALSE
28307,1500,0.46,FALSE
28308,1100,0.42,FALSE
28309,1300,0.47,FALSE
28310,900,0.38,FALSE
28311,900,0.42,FALSE
28312,900,0.32,FALSE
28313,700,0.47,FALSE
28314,1300,0.3,TRUE
28315,1000,0.3,FALSE
28316,1400,0.54,FALSE
28317,800,0.36,FALSE
28318,1300,0.32,FALSE
28319,1100,0.39,FALSE
28320,1000,0.46,FALSE
28321,1400,0.53,FALSE
28322,900,0.49,FALSE
28323,1300,0.29,FALSE
28324,1000,0.56,FALSE
28325,900,0.5,FALSE
28326,900,0.5,TRUE
28327,1300,0.27,FALSE
